Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,1701,276.049
World,OWID_WRL,1702,276.053
World,OWID_WRL,1703,276.062
World,OWID_WRL,1704,276.074
World,OWID_WRL,1705,276.091
World,OWID_WRL,1706,276.111
World,OWID_WRL,1707,276.136
World,OWID_WRL,1708,276.165
World,OWID_WRL,1709,276.198
World,OWID_WRL,1710,276.236
World,OWID_WRL,1711,276.277
World,OWID_WRL,1712,276.323
World,OWID_WRL,1713,276.373
World,OWID_WRL,1714,276.428
World,OWID_WRL,1715,276.487
World,OWID_WRL,1716,276.551
World,OWID_WRL,1717,276.619
World,OWID_WRL,1718,276.691
World,OWID_WRL,1719,276.769
World,OWID_WRL,1720,276.85
World,OWID_WRL,1721,276.937
World,OWID_WRL,1722,277.028
World,OWID_WRL,1723,277.124
World,OWID_WRL,1724,277.224
World,OWID_WRL,1725,277.325
World,OWID_WRL,1726,277.425
World,OWID_WRL,1727,277.52
World,OWID_WRL,1728,277.609
World,OWID_WRL,1729,277.687
World,OWID_WRL,1730,277.752
World,OWID_WRL,1731,277.802
World,OWID_WRL,1732,277.833
World,OWID_WRL,1733,277.842
World,OWID_WRL,1734,277.827
World,OWID_WRL,1735,277.786
World,OWID_WRL,1736,277.722
World,OWID_WRL,1737,277.638
World,OWID_WRL,1738,277.539
World,OWID_WRL,1739,277.429
World,OWID_WRL,1740,277.313
World,OWID_WRL,1741,277.194
World,OWID_WRL,1742,277.078
World,OWID_WRL,1743,276.968
World,OWID_WRL,1744,276.867
World,OWID_WRL,1745,276.775
World,OWID_WRL,1746,276.691
World,OWID_WRL,1747,276.616
World,OWID_WRL,1748,276.55
World,OWID_WRL,1749,276.49
World,OWID_WRL,1750,276.439
World,OWID_WRL,1751,276.394
World,OWID_WRL,1752,276.357
World,OWID_WRL,1753,276.326
World,OWID_WRL,1754,276.302
World,OWID_WRL,1755,276.286
World,OWID_WRL,1756,276.276
World,OWID_WRL,1757,276.275
World,OWID_WRL,1758,276.282
World,OWID_WRL,1759,276.297
World,OWID_WRL,1760,276.321
World,OWID_WRL,1761,276.354
World,OWID_WRL,1762,276.396
World,OWID_WRL,1763,276.447
World,OWID_WRL,1764,276.509
World,OWID_WRL,1765,276.579
World,OWID_WRL,1766,276.655
World,OWID_WRL,1767,276.735
World,OWID_WRL,1768,276.817
World,OWID_WRL,1769,276.897
World,OWID_WRL,1770,276.974
World,OWID_WRL,1771,277.045
World,OWID_WRL,1772,277.108
World,OWID_WRL,1773,277.159
World,OWID_WRL,1774,277.197
World,OWID_WRL,1775,277.223
World,OWID_WRL,1776,277.244
World,OWID_WRL,1777,277.268
World,OWID_WRL,1778,277.303
World,OWID_WRL,1779,277.358
World,OWID_WRL,1780,277.439
World,OWID_WRL,1781,277.555
World,OWID_WRL,1782,277.708
World,OWID_WRL,1783,277.895
World,OWID_WRL,1784,278.11
World,OWID_WRL,1785,278.348
World,OWID_WRL,1786,278.605
World,OWID_WRL,1787,278.876
World,OWID_WRL,1788,279.156
World,OWID_WRL,1789,279.441
World,OWID_WRL,1790,279.726
World,OWID_WRL,1791,280.005
World,OWID_WRL,1792,280.274
World,OWID_WRL,1793,280.529
World,OWID_WRL,1794,280.765
World,OWID_WRL,1795,280.977
World,OWID_WRL,1796,281.167
World,OWID_WRL,1797,281.343
World,OWID_WRL,1798,281.512
World,OWID_WRL,1799,281.682
World,OWID_WRL,1800,281.858
World,OWID_WRL,1801,282.045
World,OWID_WRL,1802,282.238
World,OWID_WRL,1803,282.435
World,OWID_WRL,1804,282.629
World,OWID_WRL,1805,282.819
World,OWID_WRL,1806,283
World,OWID_WRL,1807,283.168
World,OWID_WRL,1808,283.32
World,OWID_WRL,1809,283.451
World,OWID_WRL,1810,283.558
World,OWID_WRL,1811,283.636
World,OWID_WRL,1812,283.683
World,OWID_WRL,1813,283.693
World,OWID_WRL,1814,283.663
World,OWID_WRL,1815,283.591
World,OWID_WRL,1816,283.481
World,OWID_WRL,1817,283.342
World,OWID_WRL,1818,283.18
World,OWID_WRL,1819,283.006
World,OWID_WRL,1820,282.826
World,OWID_WRL,1821,282.65
World,OWID_WRL,1822,282.485
World,OWID_WRL,1823,282.339
World,OWID_WRL,1824,282.222
World,OWID_WRL,1825,282.14
World,OWID_WRL,1826,282.103
World,OWID_WRL,1827,282.116
World,OWID_WRL,1828,282.179
World,OWID_WRL,1829,282.284
World,OWID_WRL,1830,282.427
World,OWID_WRL,1831,282.599
World,OWID_WRL,1832,282.796
World,OWID_WRL,1833,283.011
World,OWID_WRL,1834,283.238
World,OWID_WRL,1835,283.47
World,OWID_WRL,1836,283.706
World,OWID_WRL,1837,283.944
World,OWID_WRL,1838,284.186
World,OWID_WRL,1839,284.431
World,OWID_WRL,1840,284.679
World,OWID_WRL,1841,284.927
World,OWID_WRL,1842,285.174
World,OWID_WRL,1843,285.419
World,OWID_WRL,1844,285.659
World,OWID_WRL,1845,285.896
World,OWID_WRL,1846,286.14
World,OWID_WRL,1847,286.399
World,OWID_WRL,1848,286.655
World,OWID_WRL,1849,286.888
World,OWID_WRL,1850,287.077
World,OWID_WRL,1851,287.212
World,OWID_WRL,1852,287.287
World,OWID_WRL,1853,287.294
World,OWID_WRL,1854,287.241
World,OWID_WRL,1855,287.143
World,OWID_WRL,1856,287.011
World,OWID_WRL,1857,286.856
World,OWID_WRL,1858,286.69
World,OWID_WRL,1859,286.524
World,OWID_WRL,1860,286.369
World,OWID_WRL,1861,286.236
World,OWID_WRL,1862,286.135
World,OWID_WRL,1863,286.078
World,OWID_WRL,1864,286.073
World,OWID_WRL,1865,286.131
World,OWID_WRL,1866,286.251
World,OWID_WRL,1867,286.433
World,OWID_WRL,1868,286.672
World,OWID_WRL,1869,286.949
World,OWID_WRL,1870,287.243
World,OWID_WRL,1871,287.541
World,OWID_WRL,1872,287.833
World,OWID_WRL,1873,288.11
World,OWID_WRL,1874,288.359
World,OWID_WRL,1875,288.563
World,OWID_WRL,1876,288.726
World,OWID_WRL,1877,288.86
World,OWID_WRL,1878,288.976
World,OWID_WRL,1879,289.087
World,OWID_WRL,1880,289.204
World,OWID_WRL,1881,289.337
World,OWID_WRL,1882,289.499
World,OWID_WRL,1883,289.701
World,OWID_WRL,1884,289.955
World,OWID_WRL,1885,290.271
World,OWID_WRL,1886,290.647
World,OWID_WRL,1887,291.075
World,OWID_WRL,1888,291.543
World,OWID_WRL,1889,292.042
World,OWID_WRL,1890,292.561
World,OWID_WRL,1891,293.087
World,OWID_WRL,1892,293.607
World,OWID_WRL,1893,294.108
World,OWID_WRL,1894,294.577
World,OWID_WRL,1895,294.997
World,OWID_WRL,1896,295.346
World,OWID_WRL,1897,295.605
World,OWID_WRL,1898,295.79
World,OWID_WRL,1899,295.922
World,OWID_WRL,1900,296.028
World,OWID_WRL,1901,296.131
World,OWID_WRL,1902,296.259
World,OWID_WRL,1903,296.435
World,OWID_WRL,1904,296.671
World,OWID_WRL,1905,296.974
World,OWID_WRL,1906,297.33
World,OWID_WRL,1907,297.723
World,OWID_WRL,1908,298.133
World,OWID_WRL,1909,298.545
World,OWID_WRL,1910,298.947
World,OWID_WRL,1911,299.348
World,OWID_WRL,1912,299.765
World,OWID_WRL,1913,300.204
World,OWID_WRL,1914,300.66
World,OWID_WRL,1915,301.128
World,OWID_WRL,1916,301.6
World,OWID_WRL,1917,302.066
World,OWID_WRL,1918,302.516
World,OWID_WRL,1919,302.94
World,OWID_WRL,1920,303.334
World,OWID_WRL,1921,303.705
World,OWID_WRL,1922,304.064
World,OWID_WRL,1923,304.419
World,OWID_WRL,1924,304.777
World,OWID_WRL,1925,305.135
World,OWID_WRL,1926,305.489
World,OWID_WRL,1927,305.839
World,OWID_WRL,1928,306.182
World,OWID_WRL,1929,306.516
World,OWID_WRL,1930,306.844
World,OWID_WRL,1931,307.174
World,OWID_WRL,1932,307.513
World,OWID_WRL,1933,307.868
World,OWID_WRL,1934,308.245
World,OWID_WRL,1935,308.642
World,OWID_WRL,1936,309.048
World,OWID_WRL,1937,309.45
World,OWID_WRL,1938,309.828
World,OWID_WRL,1939,310.164
World,OWID_WRL,1940,310.436
World,OWID_WRL,1941,310.635
World,OWID_WRL,1942,310.772
World,OWID_WRL,1943,310.861
World,OWID_WRL,1944,310.918
World,OWID_WRL,1945,310.961
World,OWID_WRL,1946,311.014
World,OWID_WRL,1947,311.088
World,OWID_WRL,1948,311.195
World,OWID_WRL,1949,311.343
World,OWID_WRL,1950,311.531
World,OWID_WRL,1951,311.753
World,OWID_WRL,1952,312.018
World,OWID_WRL,1953,312.336
World,OWID_WRL,1954,312.718
World,OWID_WRL,1955,313.165
World,OWID_WRL,1956,313.671
World,OWID_WRL,1957,314.231
World,OWID_WRL,1958,314.838
World,OWID_WRL,1959,315.486
World,OWID_WRL,1960,316.163
World,OWID_WRL,1961,316.856
World,OWID_WRL,1962,317.558
World,OWID_WRL,1963,318.268
World,OWID_WRL,1964,318.997
World,OWID_WRL,1965,319.757
World,OWID_WRL,1966,320.56
World,OWID_WRL,1967,321.41
World,OWID_WRL,1968,322.31
World,OWID_WRL,1969,323.26
World,OWID_WRL,1970,324.259
World,OWID_WRL,1971,325.303
World,OWID_WRL,1972,326.392
World,OWID_WRL,1973,327.526
World,OWID_WRL,1974,328.702
World,OWID_WRL,1975,329.921
World,OWID_WRL,1976,331.187
World,OWID_WRL,1977,332.505
World,OWID_WRL,1978,333.874
World,OWID_WRL,1979,335.286
World,OWID_WRL,1980,336.732
World,OWID_WRL,1981,338.202
World,OWID_WRL,1982,339.69
World,OWID_WRL,1983,341.194
World,OWID_WRL,1984,342.712
World,OWID_WRL,1985,344.239
World,OWID_WRL,1986,345.771
World,OWID_WRL,1987,347.301
World,OWID_WRL,1988,348.822
World,OWID_WRL,1989,350.318
World,OWID_WRL,1990,351.782
World,OWID_WRL,1991,353.219
World,OWID_WRL,1992,354.64
World,OWID_WRL,1993,356.068
World,OWID_WRL,1994,357.527
World,OWID_WRL,1995,359.037
World,OWID_WRL,1996,360.604
World,OWID_WRL,1997,362.231
World,OWID_WRL,1998,363.916
World,OWID_WRL,1999,365.652
World,OWID_WRL,2000,367.431
World,OWID_WRL,2001,369.251
World,OWID_WRL,2002,371.114
World,OWID_WRL,2003,373.017
World,OWID_WRL,2004,374.952
World,OWID_WRL,2005,376.91
World,OWID_WRL,2006,378.887
World,OWID_WRL,2007,380.88
World,OWID_WRL,2008,382.892
World,OWID_WRL,2009,384.927
World,OWID_WRL,2010,386.995
World,OWID_WRL,2011,389.101
World,OWID_WRL,2012,391.248
World,OWID_WRL,2013,393.435
World,OWID_WRL,2014,395.651
World,OWID_WRL,2015,397.886
World,OWID_WRL,2016,400.13
